Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days)
94436,Street Light,32.80387467,-117.2581199,7/19/16,"Street Light Light Out at 731 Wilbur Ave, San Diego, CA 92109, USA",Assigned,The street lights in the 700 block of Wilbur Ave. and all lights down circuit from these are not on at night.  This problem started about a week ago.  Thank you.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoLyAAK,,42
94438,Graffiti,32.9636958,-117.1567991,7/19/16,Graffiti  at 13422?13498 Torrey Meadows Dr,Closed,South side of Torrey Meadows drive near intersection with Via Sabbia.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoMIAA0,8/10/16,21
94439,Graffiti,32.96369329,-117.1567847,7/19/16,Graffiti  at 13422?13498 Torrey Meadows Dr,Closed,South side of Torrey Meadows Dr near intersection with Via Sabbia.  MTS bus shelter that has never been in use.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoMNAA0,8/10/16,21
94441,Pothole,32.75696918,-117.0958999,7/19/16,"Pothole  at 4474 46th St, San Diego, CA 92115, USA",Closed,The entire length of road on the southbound side of 46th St between Norwood St. and El Cajon Blvd is in dire need of repair.  There are pot holes and degraded asphalt that are dangerous.  Thank you for your help.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoMmAAK,7/26/16,6
94442,,32.6938673,-117.1315861,7/19/16,"Traffic Sign  at 2900 Boston Avenue, San Diego, CA, United States",Acknowledged,"There is only 1 stop sign at this intersection.  This intersection is in a residential area and it ALSO has a freeway onramp.  The traffic is heavy in the afternoons and it causes ""right of way"" confusion because not all drivers realize that Boston Avenue has NO stop signs and S. 29th has only one stop sign.  We need this intersection assessed for an All-Way Stop.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoN6AAK,,42
94444,Pothole,32.78228952,-117.1669686,7/19/16,"Pothole  at 2103 Burroughs St, San Diego, CA 92111, USA",Acknowledged,Entire alley need to be resurface. Left any longer in this condition can cause major damage to my vehicle,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoNVAA0,,42
94445,Traffic Sign,32.765223,-117.079546,7/19/16,"Traffic Sign  at 4811 54th Street San Diego, CA 92115",Closed,"""ALL WAY STOP"" sign broken",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoNpAAK,7/26/16,6
94447,Traffic Sign,32.73364898,-117.2367351,7/19/16,Traffic Sign  at 3803 Wildwood Rd-graffiti on stop sign,Closed,Graffiti on stop sign.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoOiAAK,7/26/16,6
94449,Tree Hazard,32.76257715,-117.0697919,7/19/16,Tree Hazard  at 4696 Esther St,Closed - Referred,Overgrown  branches covering electric wires,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoPHAA0,,42
94451,Graffiti,32.76258657,-117.0717307,7/19/16,Graffiti  at 4693 Alice St,Closed,New graffiti on traffic sign at the end of the street,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoPRAA0,7/26/16,6
94452,Sidewalk,32.76218313,-117.0717839,7/19/16,Sidewalk  at 4666 Alice St,Acknowledged,Cracked uneven sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoPWAA0,,42
94453,Tree Hazard,32.76224854,-117.071793,7/19/16,Tree Hazard  at 4666 Alice St,Closed,Overgrown trees and branches blocking sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoPbAAK,8/23/16,34
94454,Sidewalk,32.76188044,-117.0717808,7/19/16,Sidewalk  at 4652 Alice St,Closed,Cracked and uneven sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoPgAAK,8/6/16,17
94455,Curb,32.7612485,-117.0717595,7/19/16,Curb Damage at 4620 Alice St,Assigned,Broken sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoPlAAK,,42
94457,Sidewalk,32.76126986,-117.0708486,7/19/16,Sidewalk  at 4620 59th St,Closed,Broken and cracked sidewalk previously reported still not fixed,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoQZAA0,8/3/16,14
94459,Traffic Signal,32.74641883,-117.1512272,7/19/16,"Signals on Flash at RICHMOND ST & ROBINSON AV,, 92103",Closed,TRAFFIC SIGNAL ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoQjAAK,8/5/16,16
94461,Graffiti,32.73441158,-117.1561451,7/19/16,Graffiti  at 1363 Old Globe Way,Closed - Referred,Graffiti is actually in the walls beneath the Quince St. Ramp off Hwy. 163. Tagged again within the last week.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoSLAA0,,42
94464,Traffic Sign,32.68347415,-117.0416921,7/19/16,Traffic Sign  at 2274?2298 Honey Dr,Closed,Extremely faded; graffiti on pole also,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoSkAAK,7/26/16,6
94467,Curb,32.712553,-117.160528,7/19/16,"Curb Faded Paint at 401-433 G Street San Diego, CA 92101",Closed,Red curb is EXTREMELY faded! North side mid block.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoT4AAK,7/26/16,6
94468,Curb,32.71257243,-117.1607846,7/19/16,Curb Faded Paint at 408 G St,Closed,Faded 3 minute passenger loading zone,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoT9AAK,7/26/16,6
94469,Traffic Signal,32.82180536,-117.1489294,7/19/16,"Light Out at BALBOA AV & MERCURY ST,, 92111",Closed,TRAFFIC SIGNAL RED ARROW OUT TO WEST BOUND ON BALBOA,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoTJAA0,8/2/16,13
94471,Traffic Signal,32.7606399,-117.1898772,7/19/16,"Signals on Flash at HOTEL CIRCLE PL & HOTEL CIRCLE PL,, 92108",Closed,TRAFFIC SIGNAL ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoTxAAK,8/2/16,13
94473,Traffic Sign,32.92221985,-117.228654,7/19/16,Traffic Sign  at 3872?3898 Carmel Mountain Rd,Closed,Missing median sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoV0AAK,7/26/16,6
94474,Traffic Signal,32.86835651,-117.2247431,7/19/16,"Signals on Flash at LEBON DR & NOBEL DR,, 92122",Closed,TRAFFIC SIGNAL ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoV5AAK,8/2/16,13
94475,Street Light,32.73830198,-117.2221855,7/19/16,Street Light Light Out at 3304 Yonge St-ST LIGHT OUT,Assigned,All street lights out on Yonge St.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoVKAA0,,42
94476,Street Light,32.8047602,-117.2589468,7/19/16,"Street Light Light Out at Crystal Drive, San Diego, CA 92109, United States",Assigned,Please note there are (2) out on Crystal drive and up the street Loring & Wilbur,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoVPAA0,,42
94477,Street Light,32.7383128,-117.2227229,7/19/16,"Street Light Light Out at 3321 Yonge Street, San Diego, CA, United States",Assigned,Entire 3300 & 3400 blocks of Yonge St have been out for approximately two weeks..,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoVUAA0,,42
94478,Pothole,32.8309059,-117.1352514,7/19/16,"Pothole  at 8949 Clairemont Mesa Boulevard, San Diego, CA, United States",Closed,Pothole along the gutter in front of 8949 Clairemont Mesa Blvd.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoVeAAK,8/2/16,13
94479,Traffic Signal,32.68735138,-117.0456625,7/19/16,"Signals on Flash at S WOODMAN ST & PARADISE VALLEY RD,, 92114",Closed,ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoVtAAK,8/2/16,13
94480,Sidewalk,32.7623553,-117.1149546,7/19/16,"Sidewalk  at 4655 36th St, San Diego, CA, United States",Assigned,"There is no curb left in front of the property from the streets being repaved, so water pools on the sidewalk and in the driveway.  We have lost two Palm trees along the sidewalk and there is  one left that looks like it is going to fall too.  Not only does the sidewalk flood, but it's uneven and broken. There is a handicapped lady that lives down the street.  I see her riding down the middle of the road ... I can only assume this is so she can avoid the uneven sidewalk.  The pictures below are after minimal rainfall. If there is moderate rainfall the entire sidewalk floods.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoVyAAK,,42
94481,Pothole,32.800842,-117.239171,7/19/16,"Pothole  at 4599 Jewell St, San Diego, CA, United States",Closed,Very bad pothole in Jewell St just as you exit the Vons parking area,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoW8AAK,8/4/16,15
94482,Tree Hazard,32.7623553,-117.1149546,7/19/16,"Tree Hazard  at 4655 36th St, San Diego, CA, United States",Assigned,"Palm tree located in front of the home looks like it is beginning to fall over.  It is located between the street and the sidewalk.  We used to have 2 more in front of the house. One of them fell over into the street!The other problem is the date nuts. There are so many nuts falling from the tree that it is a hazard to people using the sidewalk.  They are large and hard, someone could easily slip & fall or roll an ankle.  We try our best to clean up often, but it's a constant issue.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoWDAA0,,42
94483,Street Light,32.7317984,-117.2474393,7/19/16,"Light Out at 1284 TRIESTE DR, 92107",Closed,STREET LIGHT OUT FOR 2 WEEKS,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoXQAA0,8/25/16,36
94485,Traffic Signal,32.75755482,-117.1979437,7/20/16,"Signals All Out at TAYLOR ST & SUNSET ST,, 92110",Closed,SIGNALS ALL OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoZWAA0,8/2/16,13
94486,Street Light,32.75692536,-117.1296287,7/20/16,Street Light Light Out at 4379 30th St,Closed - Referred,On alley between Ohio and 30th st,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoayAAC,,42
94487,Traffic Signal,32.75562333,-117.1996371,7/20/16,"Signals All Out at TAYLOR ST & CONGRESS ST,, 92110",Closed,SIGNALS ALL OUT. SDG&E WORKING IN AREA,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BocaAAC,8/2/16,13
94488,Traffic Signal,32.75676631,-117.1986183,7/20/16,"Signals All Out at TAYLOR ST & JUAN ST,, 92110",Closed,SIGNALS ALL OUT. SDG&E WORKING IN AREA,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BockAAC,8/2/16,13
94489,Traffic Signal,32.755617,-117.199853,7/20/16,"Traffic Signal All Lights Out at 4005 Taylor Street San Diego, CA 92110",Closed,All lights out at 3 intersections in every direction.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BouPAAS,8/2/16,13
94491,Traffic Sign,32.79670636,-117.042124,7/20/16,"Traffic Sign - Maintain at 6597 GOLFCREST DR, 92119",Assigned,STOP SIGN K/O,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bp0cAAC,,41
94493,Sidewalk,33.01306194,-117.0661723,7/20/16,Sidewalk  at 12228 Rios Rd,Closed,"O n Rios DRIVE croos street from 16501. Two sidewalk panels have sunk. I tripped and fell. This is a hazard for senior residents of this 55+ community, please replace panels so it is level. I sprained my ankle :(",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bp6uAAC,7/23/16,3
94495,Graffiti,32.707332,-117.128571,7/20/16,"Graffiti  at 3045 L Street San Diego, CA 92102",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BpLGAA0,7/30/16,10
94497,Graffiti,32.76185576,-117.154927,7/20/16,Graffiti  at 974?1018 Golden Gate Dr,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bpb9AAC,8/10/16,21
94502,Faded striping,32.9398434,-117.1017372,7/20/16,"Faded striping  at Scripps Summit Drive, San Diego, CA, United States",Closed - Referred,"Scripps Summit Drive and Scripps summit court were slurried over 2 months ago.  However, the center divide and lanes have not been painted. I've seen several cars almost get in accidents because it's hard to tell that there are 2 lanes on each side.. The lines need to be painted.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BpiFAAS,,41
94507,Traffic Sign,32.7219455,-117.1691819,7/20/16,"Traffic Sign - Maintain at KETTNER BL & W CEDAR ST,, 92101",Assigned,R1 knocked over by car accident,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bq4LAAS,,41
94509,,32.57924916,-117.1020292,7/20/16,Curb Illegal Painting at 978 Granger St,Assigned,"House on corner of Elder/Granger: self painted ""red curb"" on both sides of driveway.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bq5nAAC,,41
94515,Street Flooded,32.722486,-117.155749,7/20/16,"Street Flooded  at 1640 Tenth Avenue San Diego, CA 92101",Closed,Continuous water pouring out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BqR0AAK,7/22/16,2
94518,Traffic Sign,32.7220407,-117.1690206,7/20/16,Traffic Sign  at 590?726 W Cedar St,Duplicate,"715 W Cedar St. San Diego, 92101. Someone crashed into the sign and knocked it over.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BqYLAA0,,41
94520,Traffic Sign,32.75156323,-117.1490745,7/20/16,Traffic Sign  at 4103 Cleveland Ave,Closed,There was a Wrong Way & Do Not Enter sign in the alley way. Also a Fire Lane No Parking in Alley sign. These signs are no longer up since the city recently reconstructed installing new sidewalks for handicap. Now several cars are using this alley to drive 30-50 miles and hour in order to beat traffic and is very dangerous to exit driveways. Please reinstall these signs properly before someone gets injured or killed by dangerous non law abiding drivers. Thank you.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bqg5AAC,7/26/16,6
94524,Pothole,32.7871329,-117.116538,7/20/16,"Pothole  at 9950 San Diego Mission Road, San Diego, CA, United States",Closed,LARGE POTHOLE HAS BEEN AT THIS LOCATION FOR OVER A WEEK. EXTREMELY DANGEROUS,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BqrrAAC,7/29/16,9
94525,Tree Hazard,32.8038979,-117.252446,7/20/16,"Tree Hazard  at 1055 Beryl St, San Diego, CA, United States",Assigned,Contractor did not clear remaining tree stump. Stump is a tripping hazard for pedestrians. Project is not within a Utilities Undergrounding Program project foot print.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BqvKAAS,,41
94526,Graffiti,32.72442155,-117.1717471,7/20/16,Graffiti  at 1600 Pacific Hwy,Closed,Southwest side.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BqyYAAS,7/30/16,10
94528,Street Light,32.73953569,-117.1604445,7/20/16,"Street Light Light Out at 3288 Fifth Ave, San Diego, CA 92103, USA",Assigned,Five of the six street lights are out in the 3200 block of Fifth Ave. (west side) and on Thorn St. (south side) between Fifth and Fourth Avenues.  Four of the lights were newly installed about a year  or so ago in connection with new apartment construction and have never been turned on.  The last is an old lamp post at the southeast corner of Fifth and Spruce that has not been on for more than a decade.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Br0kAAC,,41
94530,Pothole,32.90372949,-117.0881212,7/20/16,"Pothole  at 10721-10737 Pomerado Rd, San Diego, CA 92131, USA",Closed,small Potholes,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Br8TAAS,8/2/16,13
94531,Pothole,32.90493541,-117.0851394,7/20/16,"Pothole  at 10786-10798 Pomerado Rd, San Diego, CA 92131, USA",Closed,small pothole,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BrCkAAK,8/2/16,13
94533,Pothole,32.83249234,-117.1595603,7/20/16,"Pothole  at 7373 Clairemont Mesa Blvd, San Diego, CA 92111, USA",Closed,"Lot of potholes on Clairemont Mesa blvd, particularly sections between Convoy and Shawline st.  on both directions.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BrEbAAK,8/2/16,13
94536,Pothole,32.76355013,-117.0602088,7/20/16,Pothole  at ART ST & SEMINOLE DR,Closed,Multiple pot  holes,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BrI9AAK,7/26/16,6
94537,Traffic Sign,33.022675,-117.070824,7/20/16,"Traffic Sign  at 11995-12039 Rancho Bernardo Road San Diego, CA 92128",Closed,"Faded, unreadable sign at intersection of Rancho Bernardo Rd. and Acena Dr. needs teplacement.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BrJCAA0,7/26/16,6
